Latitude,Longitude,RSRP,RSRQ,SNR,Elevation
12.895518,77.559515,-73,-9.0,0.0,885.0
12.89552,77.55955,-89,-9.0,0.0,885.0
12.895522,77.559077,-79,-7.0,0.0,885.0
12.895523,77.558992,-90,-8.0,0.0,885.0
12.895528,77.559,-90,-8.0,0.0,885.0
12.89553,77.564612,-89,-9.0,0.0,911.0
12.895533,77.559067,-82,-7.0,0.0,885.0
12.895533,77.55955,-73,-9.0,0.0,885.0
12.895533,77.559557,-89,-9.0,0.0,885.0
12.895533,77.569678,-99,-13.0,0.0,908.0
12.895537,77.562628,-89,-9.0,0.0,909.0
12.895538,77.559015,-86,-7.0,0.0,885.0
12.895542,77.559057,-82,-7.0,0.0,885.0
12.895545,77.559025,-86,-7.0,0.0,885.0
12.895548,77.55956,-89,-9.0,0.0,885.0
12.89555,77.559043,-86,-7.0,0.0,885.0
12.895553,77.559583,-73,-9.0,0.0,885.0
12.895563,77.559558,-89,-9.0,0.0,885.0
12.895568,77.562563,-99,-13.0,0.0,909.0
12.895575,77.559618,-73,-9.0,0.0,885.0
12.895577,77.559557,-89,-9.0,0.0,885.0
