,Latitude,Longitude,Elevation,RSRP,RSRQ,SNR
6471,12.907572,77.540623,769,-78,-10,0
6472,12.907587,77.540605,769,-78,-10,0
6473,12.9076,77.540588,768,-78,-10,0
6474,12.907607,77.540578,768,-78,-10,0
6475,12.907615,77.540563,767,-78,-10,0
6476,12.907628,77.540548,766,-78,-10,0
6477,12.907638,77.54053,766,-78,-10,0
6478,12.907645,77.540502,765,-78,-10,0
6479,12.907655,77.540467,765,-78,-10,0
6480,12.907667,77.540423,763,-78,-10,0
6481,12.907682,77.540375,763,-78,-10,0
6482,12.907702,77.540328,763,-78,-10,0
6483,12.907723,77.540282,763,-78,-10,0
6484,12.90776,77.540235,763,-78,-10,0
6485,12.907803,77.54018,762,-78,-10,0
6486,12.907803,77.54018,762,-78,-10,0
6487,12.907803,77.54018,762,-78,-10,0
6488,12.907852,77.540115,762,-78,-10,0
6489,12.907883,77.540055,762,-78,-10,0
6490,12.907883,77.540055,762,-78,-10,0
6491,12.907917,77.539995,762,-78,-10,0
6492,12.907957,77.539928,763,-78,-10,0
6493,12.907957,77.539928,763,-78,-10,0
6494,12.908,77.539862,762,-78,-10,0
6495,12.908038,77.53981,763,-78,-10,0
6496,12.908038,77.53981,763,-78,-10,0
6497,12.908063,77.539775,764,-78,-10,0
6498,12.908082,77.539742,764,-78,-10,0
6499,12.908082,77.539742,764,-78,-10,0
6500,12.908098,77.539718,765,-78,-10,0
6501,12.908112,77.539702,766,-78,-10,0
6502,12.908112,77.539702,766,-78,-10,0
6503,12.908122,77.539683,766,-78,-10,0
6504,12.908132,77.539667,767,-78,-10,0
6505,12.908132,77.539667,767,-78,-10,0
6506,12.90814,77.53965,767,-78,-10,0
6507,12.90814,77.53965,767,-78,-10,0
6508,12.908148,77.539632,767,-78,-10,0
6509,12.908163,77.539607,767,-78,-10,0
6510,12.908163,77.539607,767,-78,-10,0
6511,12.908182,77.539575,768,-78,-10,0
6512,12.90821,77.539543,768,-78,-10,0
6513,12.90821,77.539543,768,-78,-10,0
6514,12.908242,77.5395,768,-78,-10,0
6515,12.908272,77.53945,768,-78,-10,0
6516,12.908272,77.53945,768,-78,-10,0
6517,12.908303,77.539392,768,-78,-10,0
6518,12.908333,77.539333,768,-78,-10,0
6519,12.908333,77.539333,768,-78,-10,0
6520,12.90836,77.539278,769,-78,-10,0
6521,12.908382,77.539215,772,-78,-10,0
6522,12.908382,77.539215,772,-78,-10,0
6523,12.908402,77.539163,774,-78,-10,0
6524,12.908425,77.539118,775,-78,-10,0
6525,12.908425,77.539118,775,-78,-10,0
6526,12.908425,77.539118,775,-78,-10,0
6527,12.908448,77.539077,774,-78,-10,0
6528,12.908465,77.53903,775,-78,-10,0
6529,12.908488,77.538978,776,-78,-10,0
6530,12.908498,77.538925,776,-78,-10,0
6531,12.90851,77.538885,776,-78,-10,0
6532,12.908522,77.538842,776,-78,-10,0
6533,12.908528,77.538803,776,-78,-10,0
6534,12.90853,77.538763,777,-78,-10,0
6535,12.90853,77.538737,778,-78,-10,0
6536,12.908523,77.538707,778,-78,-10,0
6537,12.908518,77.538688,777,-78,-10,0
6538,12.908515,77.538677,777,-78,-10,0
6539,12.90852,77.538665,777,-78,-10,0
6540,12.90852,77.538665,777,-78,-10,0
6541,12.90852,77.538665,777,-78,-10,0
6542,12.90852,77.538665,777,-78,-10,0
6543,12.90852,77.538665,777,-78,-10,0
6544,12.908025,77.56264,800,-89,-15,0
6545,12.908107,77.562617,800,-89,-15,0
6546,12.908107,77.562617,800,-201,-,5
6547,12.908107,77.562617,800,-91,-17,0
6548,12.908055,77.562618,800,-91,-17,0
6549,12.908085,77.562608,800,-91,-17,0
6550,12.908105,77.562618,800,-93,-15,0
6551,12.90812,77.562625,800,-93,-15,0
6552,12.908135,77.56263,800,-93,-18,0
6553,12.90819,77.562642,800,-93,-18,0
6554,12.90819,77.562642,800,-84,-9,0
6555,12.908225,77.562642,800,-84,-9,0
6556,12.908225,77.562642,800,-201,-,4
6557,12.908245,77.562642,800,-201,-,4
6558,12.908268,77.562637,800,-201,-,4
6559,12.908295,77.562635,800,-201,-,4
6560,12.908295,77.562635,800,-86,-11,0
6561,12.908295,77.562635,800,-86,-11,0
6562,12.908295,77.562635,800,-86,-11,0
6563,12.908307,77.56263,801,-86,-11,0
6564,12.908318,77.562622,800,-86,-11,0
6565,12.908318,77.562622,800,-86,-11,0
6566,12.908332,77.562618,800,-83,-10,0
6567,12.908348,77.562615,800,-83,-10,0
6568,12.908348,77.562615,800,-83,-10,0
6569,12.908363,77.562615,800,-83,-10,0
6570,12.908377,77.562618,801,-81,-10,0
6571,12.908377,77.562618,801,-81,-10,0
6572,12.90839,77.56262,801,-81,-10,0
6573,12.908405,77.56262,801,-83,-10,0
6574,12.908405,77.56262,801,-83,-10,0
6575,12.908422,77.562618,801,-83,-10,0
6576,12.908432,77.562618,801,-83,-10,0
6577,12.908432,77.562618,801,-83,-9,0
6578,12.908443,77.56262,801,-83,-9,0
6579,12.908455,77.562623,802,-83,-9,0
6580,12.908455,77.562623,802,-83,-9,0
6581,12.908455,77.562623,802,-201,-,0
6582,12.908465,77.562628,803,-201,-,0
6583,12.908465,77.562628,803,-201,-,0
6584,12.908475,77.562627,803,-201,-,0
6585,12.908487,77.562627,804,-201,-,0
6586,12.908487,77.562627,804,-201,-,0
6587,12.908487,77.562627,804,-85,-9,0
6588,12.9085,77.562627,804,-85,-9,0
6589,12.9085,77.562627,804,-85,-9,0
6590,12.908515,77.562623,805,-81,-9,0
6591,12.908525,77.56262,805,-81,-9,0
6592,12.908525,77.56262,805,-81,-9,0
6593,12.908537,77.562618,805,-81,-9,0
6594,12.908552,77.562617,806,-81,-9,0
6595,12.908552,77.562617,806,-81,-9,0
6596,12.908562,77.562612,806,-81,-9,0
6597,12.908562,77.562612,806,-81,-9,0
6598,12.908562,77.562612,806,-81,-9,0
6599,12.908562,77.562612,806,-81,-9,0
6600,12.90857,77.562607,807,-81,-9,0
6601,12.908582,77.562598,807,-81,-9,0
6602,12.908588,77.562592,807,-81,-9,0
6603,12.908603,77.562588,807,-81,-9,0
6604,12.908612,77.562583,808,-81,-9,0
6605,12.908622,77.562578,808,-81,-9,0
6606,12.908632,77.562573,808,-81,-9,0
6607,12.908645,77.562567,808,-81,-9,0
6608,12.908657,77.562565,808,-81,-9,0
6609,12.908672,77.56256,808,-81,-9,0
6610,12.908685,77.562552,807,-81,-9,0
6611,12.908698,77.562545,808,-81,-9,0
6612,12.908698,77.562545,808,-81,-9,0
6613,12.908698,77.562545,808,-81,-9,0
6614,12.90871,77.562538,808,-81,-9,0
6615,12.90871,77.562538,808,-81,-9,0
6616,12.908727,77.562537,809,-81,-9,0
6617,12.908727,77.562537,809,-81,-9,0
6618,12.908743,77.562532,809,-81,-9,0
6619,12.908743,77.562532,809,-81,-9,0
6620,12.908757,77.562525,809,-81,-9,0
6621,12.908757,77.562525,809,-81,-9,0
6622,12.908775,77.562523,809,-81,-9,0
6623,12.908787,77.562523,809,-81,-9,0
6624,12.908787,77.562523,809,-81,-9,0
6625,12.908797,77.56252,809,-81,-9,0
6626,12.908808,77.56252,809,-81,-9,0
6627,12.908808,77.56252,809,-81,-9,0
6628,12.908827,77.562522,806,-81,-9,0
6629,12.908827,77.562522,806,-81,-9,0
6630,12.908837,77.56252,806,-81,-9,0
6631,12.908848,77.562518,806,-81,-9,0
6632,12.908848,77.562518,806,-81,-9,0
6633,12.908858,77.562512,807,-81,-9,0
6634,12.908867,77.562503,807,-81,-9,0
6635,12.908867,77.562503,807,-81,-9,0
6636,12.908875,77.562493,808,-81,-9,0
6637,12.908882,77.56248,806,-81,-9,0
6638,12.908882,77.56248,806,-81,-9,0
6639,12.908887,77.562467,805,-81,-9,0
6640,12.908887,77.562452,804,-81,-9,0
6641,12.908887,77.562452,804,-81,-9,0
6642,12.908885,77.56244,803,-81,-9,0
6643,12.908882,77.562422,803,-81,-9,0
6644,12.908882,77.562422,803,-81,-9,0
6645,12.908882,77.562402,803,-81,-9,0
6646,12.908882,77.562382,803,-81,-9,0
6647,12.908882,77.562382,803,-81,-9,0
6648,12.908882,77.562382,803,-81,-9,0
6649,12.908878,77.562368,804,-81,-9,0
6650,12.908872,77.56236,805,-81,-9,0
6651,12.908865,77.562353,806,-81,-9,0
6652,12.908858,77.56234,807,-81,-9,0
6653,12.908852,77.562332,808,-81,-9,0
6654,12.908847,77.562322,809,-81,-9,0
6655,12.908842,77.562312,810,-81,-9,0
6656,12.908838,77.562302,810,-81,-9,0
6657,12.90883,77.56229,812,-81,-9,0
6658,12.908828,77.562278,813,-81,-9,0
6659,12.908828,77.562278,813,-81,-9,0
6660,12.908828,77.562278,813,-81,-9,0
6661,12.908827,77.562268,815,-81,-9,0
6662,12.908827,77.562268,815,-81,-9,0
6663,12.908827,77.562268,815,-81,-9,0
6664,12.908827,77.562253,815,-81,-9,0
6665,12.908823,77.562243,816,-81,-9,0
6666,12.908823,77.562243,816,-81,-9,0
6667,12.90882,77.56223,816,-81,-9,0
6668,12.90882,77.562217,816,-81,-9,0
6669,12.90882,77.562217,816,-81,-9,0
6670,12.908823,77.562205,816,-81,-9,0
6671,12.908825,77.562193,817,-81,-9,0
6672,12.908825,77.562193,817,-81,-9,0
6673,12.908825,77.562178,816,-81,-9,0
6674,12.908825,77.562178,816,-81,-9,0
6675,12.908823,77.562168,816,-81,-9,0
6676,12.908823,77.562168,816,-81,-9,0
6677,12.908827,77.562152,816,-81,-9,0
6678,12.908827,77.562152,816,-81,-9,0
6679,12.908832,77.56214,816,-81,-9,0
6680,12.908837,77.562132,816,-81,-9,0
6681,12.908837,77.562132,816,-81,-9,0
6682,12.908847,77.562115,817,-81,-9,0
6683,12.908847,77.562115,817,-81,-9,0
6684,12.908852,77.562103,817,-81,-9,0
6685,12.908858,77.562095,817,-81,-9,0
6686,12.908858,77.562095,817,-81,-9,0
6687,12.908865,77.562085,817,-81,-9,0
6688,12.908877,77.562077,818,-81,-9,0
6689,12.908877,77.562077,818,-81,-9,0
6690,12.908887,77.562065,818,-81,-9,0
6691,12.908898,77.562053,819,-81,-9,0
6692,12.908898,77.562053,819,-81,-9,0
6693,12.908898,77.562053,819,-81,-9,0
6694,12.908907,77.562043,819,-81,-9,0
6695,12.908915,77.562028,819,-81,-9,0
6696,12.908923,77.562015,819,-81,-9,0
6697,12.90893,77.562005,819,-81,-9,0
6698,12.90894,77.561997,819,-81,-9,0
6699,12.908945,77.561983,819,-81,-9,0
6700,12.90895,77.56197,818,-81,-9,0
6701,12.908957,77.56196,818,-81,-9,0
6702,12.908958,77.56195,818,-81,-9,0
6703,12.908963,77.56194,818,-81,-9,0
6704,12.90897,77.56193,818,-81,-9,0
6705,12.908977,77.56192,819,-81,-9,0
6706,12.908982,77.561912,819,-81,-9,0
6707,12.908987,77.561903,819,-81,-9,0
6708,12.908987,77.561903,819,-81,-9,0
6709,12.908987,77.561903,819,-81,-9,0
6710,12.908992,77.561893,818,-81,-9,0
6711,12.908998,77.561883,818,-81,-9,0
6712,12.908998,77.561883,818,-81,-9,0
6713,12.909007,77.561872,818,-81,-9,0
6714,12.909013,77.561858,818,-81,-9,0
6715,12.909013,77.561858,818,-81,-9,0
6716,12.909023,77.561847,818,-81,-9,0
6717,12.909038,77.561833,818,-81,-9,0
6718,12.909038,77.561833,818,-81,-9,0
6719,12.909052,77.561825,819,-81,-9,0
6720,12.90906,77.561812,819,-81,-9,0
6721,12.90906,77.561812,819,-81,-9,0
6722,12.909068,77.5618,819,-81,-9,0
6723,12.909075,77.561787,819,-81,-9,0
6724,12.909075,77.561787,819,-81,-9,0
6725,12.909082,77.561768,820,-81,-9,0
6726,12.909082,77.561768,820,-81,-9,0
6727,12.909087,77.56176,820,-81,-9,0
6728,12.909087,77.56176,820,-81,-9,0
6729,12.909092,77.561752,820,-81,-9,0
6730,12.909097,77.561743,821,-81,-9,0
6731,12.909097,77.561743,821,-81,-9,0
6732,12.9091,77.561733,821,-81,-9,0
6733,12.909103,77.561723,821,-81,-9,0
6734,12.909103,77.561723,821,-81,-9,0
6735,12.909103,77.561708,821,-81,-9,0
6736,12.909103,77.561693,821,-81,-9,0
6737,12.909103,77.561693,821,-81,-9,0
6738,12.909107,77.561682,821,-81,-9,0
6739,12.909113,77.561668,821,-81,-9,0
6740,12.909113,77.561668,821,-81,-9,0
6741,12.909118,77.561658,821,-81,-9,0
6742,12.909125,77.561643,821,-81,-9,0
6743,12.909125,77.561643,821,-81,-9,0
6744,12.909132,77.561632,820,-81,-9,0
6745,12.909142,77.56162,820,-81,-9,0
6746,12.909142,77.56162,820,-81,-9,0
6747,12.909142,77.56162,820,-81,-9,0
6748,12.90915,77.561608,819,-81,-9,0
6749,12.909153,77.561593,819,-81,-9,0
6750,12.909153,77.561577,819,-81,-9,0
6751,12.90916,77.561563,818,-81,-9,0
6752,12.909167,77.561553,817,-81,-9,0
6753,12.909163,77.56154,817,-81,-9,0
6754,12.909162,77.561528,817,-81,-9,0
6755,12.909163,77.561517,817,-81,-9,0
6756,12.909168,77.561508,817,-81,-9,0
6757,12.909173,77.561493,817,-81,-9,0
6758,12.909177,77.561482,817,-81,-9,0
6759,12.90918,77.561472,817,-81,-9,0
6760,12.909185,77.561462,817,-81,-9,0
6761,12.90919,77.561452,817,-81,-9,0
6762,12.909202,77.56144,817,-81,-9,0
6763,12.909202,77.56144,817,-81,-9,0
6764,12.909202,77.56144,817,-81,-9,0
6765,12.90921,77.561427,817,-81,-9,0
6766,12.909223,77.561418,816,-81,-9,0
6767,12.909223,77.561418,816,-81,-9,0
6768,12.90923,77.561405,816,-81,-9,0
6769,12.90924,77.561392,815,-81,-9,0
6770,12.90924,77.561392,815,-81,-9,0
6771,12.909248,77.561382,815,-81,-9,0
6772,12.909257,77.561373,815,-81,-9,0
6773,12.909257,77.561373,815,-81,-9,0
6774,12.909265,77.561355,814,-81,-9,0
6775,12.909265,77.561355,814,-81,-9,0
6776,12.909272,77.561347,813,-81,-9,0
6777,12.909273,77.561337,813,-81,-9,0
6778,12.909273,77.561337,813,-81,-9,0
6779,12.909277,77.561327,813,-81,-9,0
6780,12.909283,77.561318,813,-81,-9,0
6781,12.909283,77.561318,813,-81,-9,0
6782,12.909288,77.56131,813,-81,-9,0
6783,12.909288,77.56131,813,-81,-9,0
6784,12.909293,77.561298,813,-81,-9,0
6785,12.909295,77.561287,812,-81,-9,0
6786,12.909295,77.561287,812,-81,-9,0
6787,12.909295,77.561277,812,-81,-9,0
6788,12.909298,77.561265,812,-81,-9,0
6789,12.909298,77.561265,812,-81,-9,0
6790,12.909303,77.561257,812,-81,-9,0
6791,12.909312,77.561243,812,-81,-9,0
6792,12.909312,77.561243,812,-81,-9,0
6793,12.909322,77.561232,812,-81,-9,0
6794,12.909332,77.561222,812,-81,-9,0
6795,12.909332,77.561222,812,-81,-9,0
6796,12.909342,77.561208,812,-81,-9,0
6797,12.909353,77.561193,812,-81,-9,0
6798,12.909353,77.561193,812,-81,-9,0
6799,12.909363,77.561177,812,-81,-9,0
6800,12.90937,77.561163,812,-81,-9,0
6801,12.90937,77.561163,812,-81,-9,0
6802,12.90937,77.561163,812,-81,-9,0
6803,12.909375,77.561153,812,-81,-9,0
6804,12.909382,77.561145,812,-81,-9,0
6805,12.909387,77.561127,812,-81,-9,0
6806,12.909388,77.561117,812,-81,-9,0
6807,12.909388,77.561105,812,-81,-9,0
6808,12.909397,77.561087,812,-81,-9,0
6809,12.909403,77.561072,812,-81,-9,0
6810,12.909412,77.561055,812,-81,-9,0
6811,12.909422,77.561042,812,-81,-9,0
6812,12.909428,77.561028,812,-81,-9,0
6813,12.909435,77.56102,811,-81,-9,0
6814,12.909443,77.561008,811,-81,-9,0
6815,12.909443,77.561008,811,-81,-9,0
6816,12.909443,77.561008,811,-81,-9,0
6817,12.909448,77.561,811,-81,-9,0
6818,12.909453,77.56099,812,-81,-9,0
6819,12.909453,77.56099,812,-81,-9,0
6820,12.909452,77.560973,812,-81,-9,0
6821,12.909452,77.560973,812,-81,-9,0
6822,12.909458,77.560953,812,-81,-9,0
6823,12.909458,77.560953,812,-81,-9,0
6824,12.909463,77.560938,812,-81,-9,0
6825,12.909468,77.560923,812,-81,-9,0
6826,12.909468,77.560923,812,-81,-9,0
6827,12.909478,77.56091,812,-81,-9,0
6828,12.909483,77.560892,811,-81,-9,0
6829,12.909483,77.560892,811,-81,-9,0
6830,12.909493,77.56088,810,-81,-9,0
6831,12.909502,77.560867,810,-81,-9,0
6832,12.909502,77.560867,810,-81,-9,0
6833,12.909502,77.560867,810,-81,-9,0
6834,12.909512,77.560843,810,-81,-9,0
6835,12.909518,77.56083,810,-81,-9,0
6836,12.909518,77.56083,810,-81,-9,0
6837,12.909523,77.560817,810,-81,-9,0
6838,12.909532,77.560803,809,-81,-9,0
6839,12.909532,77.560803,809,-81,-9,0
6840,12.909538,77.560795,809,-81,-9,0
6841,12.909545,77.560787,809,-81,-9,0
6842,12.909545,77.560787,809,-81,-9,0
6843,12.909552,77.56077,809,-81,-9,0
6844,12.909552,77.56077,809,-81,-9,0
6845,12.909555,77.56076,809,-81,-9,0
6846,12.90956,77.560752,809,-81,-9,0
6847,12.90956,77.560752,809,-81,-9,0
6848,12.909563,77.560742,809,-81,-9,0
6849,12.909567,77.560732,809,-81,-9,0
6850,12.909567,77.560732,809,-81,-9,0
6851,12.909567,77.560732,809,-81,-9,0
6852,12.909568,77.56072,809,-81,-9,0
6853,12.909572,77.560705,810,-81,-9,0
6854,12.909573,77.560695,810,-81,-9,0
6855,12.909573,77.56068,810,-81,-9,0
6856,12.90958,77.560672,811,-81,-9,0
6857,12.909582,77.560662,811,-81,-9,0
6858,12.909583,77.560648,812,-81,-9,0
6859,12.90958,77.560632,812,-81,-9,0
6860,12.90958,77.560618,811,-81,-9,0
6861,12.909582,77.560607,811,-81,-9,0
6862,12.909597,77.560602,811,-81,-9,0
6863,12.909613,77.560592,810,-81,-9,0
6864,12.909625,77.560588,811,-81,-9,0
6865,12.909635,77.560582,811,-81,-9,0
6866,12.909635,77.560582,811,-81,-9,0
6867,12.909635,77.560582,811,-81,-9,0
6868,12.909643,77.56057,811,-81,-9,0
6869,12.909648,77.560562,813,-81,-9,0
6870,12.909648,77.560562,813,-81,-9,0
6871,12.909667,77.560547,812,-81,-9,0
6872,12.909667,77.560547,812,-81,-9,0
6873,12.909678,77.56054,813,-81,-9,0
6874,12.909688,77.56053,813,-81,-9,0
6875,12.909688,77.56053,813,-81,-9,0
6876,12.909695,77.560518,813,-81,-9,0
6877,12.9097,77.560505,813,-81,-9,0
6878,12.9097,77.560505,813,-81,-9,0
6879,12.909705,77.56049,813,-81,-9,0
6880,12.90971,77.560482,813,-81,-9,0
6881,12.90971,77.560482,813,-81,-9,0
6882,12.909715,77.560468,813,-81,-9,0
6883,12.90972,77.560453,812,-81,-9,0
6884,12.90972,77.560453,812,-81,-9,0
6885,12.909727,77.56044,812,-81,-9,0
6886,12.909727,77.56044,812,-81,-9,0
6887,12.909732,77.560425,812,-81,-9,0
6888,12.909738,77.560413,811,-81,-9,0
6889,12.909738,77.560413,811,-81,-9,0
6890,12.909747,77.560403,811,-81,-9,0
6891,12.909755,77.560392,811,-81,-9,0
6892,12.909755,77.560392,811,-81,-9,0
6893,12.90976,77.560382,811,-81,-9,0
6894,12.90976,77.560382,811,-81,-9,0
6895,12.909765,77.560365,810,-81,-9,0
6896,12.909765,77.560365,810,-81,-9,0
6897,12.909767,77.560347,810,-81,-9,0
6898,12.909767,77.560347,810,-81,-9,0
6899,12.909773,77.560332,809,-81,-9,0
6900,12.909773,77.560332,809,-81,-9,0
6901,12.909773,77.560332,809,-81,-9,0
6902,12.90978,77.560317,809,-81,-9,0
6903,12.909785,77.560307,809,-81,-9,0
6904,12.90979,77.560295,808,-81,-9,0
6905,12.909798,77.560282,808,-81,-9,0
6906,12.909807,77.560267,807,-81,-9,0
6907,12.909817,77.560253,808,-81,-9,0
6908,12.909822,77.56024,807,-81,-9,0
6909,12.909828,77.560223,807,-81,-9,0
6910,12.909837,77.56021,807,-81,-9,0
6911,12.909845,77.560198,807,-81,-9,0
6912,12.909852,77.560188,807,-81,-9,0
6913,12.909857,77.560177,807,-81,-9,0
6914,12.909862,77.560163,806,-81,-9,0
6915,12.909865,77.560148,806,-81,-9,0
6916,12.909865,77.560148,806,-81,-9,0
6917,12.909865,77.560148,806,-81,-9,0
6918,12.909868,77.560135,805,-81,-9,0
6919,12.909873,77.560122,804,-81,-9,0
6920,12.909873,77.560122,804,-81,-9,0
6921,12.909877,77.56011,804,-81,-9,0
6922,12.909878,77.560098,803,-81,-9,0
6923,12.909878,77.560098,803,-81,-9,0
6924,12.909878,77.560087,802,-81,-9,0
6925,12.909875,77.560075,802,-81,-9,0
6926,12.909875,77.560075,802,-81,-9,0
6927,12.909868,77.560065,801,-81,-9,0
6928,12.90986,77.560052,801,-81,-9,0
6929,12.909853,77.560038,801,-81,-9,0
6930,12.909853,77.560038,801,-81,-9,0
6931,12.909845,77.560028,801,-81,-9,0
6932,12.909837,77.560018,801,-81,-9,0
6933,12.909837,77.560018,801,-81,-9,0
6934,12.909823,77.560007,800,-81,-9,0
6935,12.909823,77.560007,800,-81,-9,0
6936,12.909815,77.560002,800,-81,-9,0
6937,12.909808,77.559993,800,-81,-9,0
6938,12.909808,77.559993,800,-81,-9,0
6939,12.909803,77.559985,799,-81,-9,0
6940,12.909797,77.559977,799,-81,-9,0
6941,12.909797,77.559977,799,-81,-9,0
6942,12.909787,77.559968,799,-81,-9,0
6943,12.909778,77.559958,798,-81,-9,0
6944,12.909778,77.559958,798,-81,-9,0
6945,12.909768,77.55995,798,-81,-9,0
6946,12.909755,77.559943,798,-81,-9,0
6947,12.909755,77.559943,798,-81,-9,0
6948,12.90974,77.559935,797,-81,-9,0
6949,12.909725,77.559923,797,-81,-9,0
6950,12.909725,77.559923,797,-81,-9,0
6951,12.909717,77.559913,797,-81,-9,0
6952,12.909707,77.559907,797,-81,-9,0
6953,12.909707,77.559907,797,-81,-9,0
6954,12.909693,77.559902,798,-81,-9,0
6955,12.909693,77.559902,798,-81,-9,0
6956,12.909693,77.559902,798,-81,-9,0
6957,12.909683,77.559893,799,-81,-9,0
6958,12.909678,77.559885,800,-81,-9,0
6959,12.90967,77.559878,800,-81,-9,0
6960,12.909663,77.559868,800,-81,-9,0
6961,12.909655,77.559858,801,-81,-9,0
6962,12.909647,77.559845,801,-81,-9,0
6963,12.909643,77.559833,801,-81,-9,0
6964,12.909643,77.559818,802,-81,-9,0
6965,12.909638,77.559805,803,-81,-9,0
6966,12.909632,77.559793,803,-81,-9,0
6967,12.909628,77.559783,803,-81,-9,0
6968,12.909625,77.559772,804,-81,-9,0
6969,12.909623,77.559762,804,-81,-9,0
6970,12.90962,77.55975,805,-81,-9,0
6971,12.90962,77.55975,805,-81,-9,0
6972,12.90962,77.55975,805,-81,-9,0
6973,12.909615,77.559738,805,-81,-9,0
6974,12.909605,77.559728,806,-81,-9,0
6975,12.909605,77.559728,806,-81,-9,0
6976,12.909595,77.559717,806,-81,-9,0
6977,12.909585,77.559703,807,-81,-9,0
6978,12.909585,77.559703,807,-81,-9,0
6979,12.909573,77.559692,807,-81,-9,0
6980,12.90956,77.559687,807,-81,-9,0
6981,12.90956,77.559687,807,-81,-9,0
6982,12.909547,77.55968,809,-81,-9,0
6983,12.909533,77.559678,809,-81,-9,0
6984,12.909533,77.559678,809,-81,-9,0
6985,12.909523,77.559677,809,-81,-9,0
6986,12.909513,77.559675,809,-81,-9,0
6987,12.909513,77.559675,809,-81,-9,0
6988,12.909502,77.559672,809,-81,-9,0
6989,12.909492,77.559667,809,-81,-9,0
6990,12.909492,77.559667,809,-81,-9,0
6991,12.909483,77.55966,809,-81,-9,0
6992,12.909483,77.55966,809,-81,-9,0
6993,12.909475,77.559653,809,-81,-9,0
6994,12.909472,77.559642,808,-81,-9,0
6995,12.909472,77.559642,808,-81,-9,0
6996,12.909467,77.55963,808,-81,-9,0
6997,12.909457,77.55962,808,-81,-9,0
6998,12.909457,77.55962,808,-81,-9,0
6999,12.909447,77.559608,808,-81,-9,0
7000,12.909438,77.559597,808,-81,-9,0
7001,12.909438,77.559597,808,-81,-9,0
7002,12.909432,77.559585,808,-81,-9,0
7003,12.909423,77.559575,808,-81,-9,0
7004,12.909423,77.559575,808,-81,-9,0
7005,12.909408,77.559572,808,-81,-9,0
7006,12.909392,77.559573,808,-81,-9,0
7007,12.909392,77.559573,808,-81,-9,0
7008,12.90938,77.559575,807,-81,-9,0
7009,12.909367,77.559582,807,-81,-9,0
7010,12.909367,77.559582,807,-81,-9,0
7011,12.909367,77.559582,807,-81,-9,0
7012,12.909348,77.559573,807,-81,-9,0
7013,12.909338,77.559565,807,-81,-9,0
7014,12.909327,77.559558,807,-81,-9,0
7015,12.909313,77.559552,807,-81,-9,0
7016,12.909302,77.559547,807,-81,-9,0
7017,12.909285,77.559542,808,-81,-9,0
7018,12.909275,77.55954,808,-81,-9,0
7019,12.909263,77.559533,808,-81,-9,0
7020,12.909255,77.559527,808,-81,-9,0
7021,12.909247,77.559522,808,-81,-9,0
7022,12.90924,77.559512,808,-81,-9,0
7023,12.90923,77.5595,807,-81,-9,0
7024,12.909222,77.559488,807,-81,-9,0
7025,12.909222,77.559488,807,-81,-9,0
7026,12.909222,77.559488,807,-81,-9,0
7027,12.90921,77.559478,806,-81,-9,0
7028,12.909198,77.559463,806,-81,-9,0
7029,12.909198,77.559463,806,-81,-9,0
7030,12.909188,77.559447,806,-81,-9,0
7031,12.90918,77.559435,805,-81,-9,0
7032,12.90918,77.559435,805,-81,-9,0
7033,12.909175,77.559427,805,-81,-9,0
7034,12.909175,77.559427,805,-81,-9,0
7035,12.909165,77.559417,804,-81,-9,0
7036,12.909165,77.559417,804,-81,-9,0
7037,12.909153,77.559405,802,-81,-9,0
7038,12.909153,77.559405,802,-81,-9,0
7039,12.909143,77.559393,803,-81,-9,0
7040,12.909133,77.559388,802,-81,-9,0
7041,12.909133,77.559388,802,-81,-9,0
7042,12.909127,77.55938,802,-81,-9,0
7043,12.909127,77.55938,802,-81,-9,0
7044,12.909115,77.559367,802,-81,-9,0
7045,12.909103,77.559355,802,-81,-9,0
7046,12.909103,77.559355,802,-81,-9,0
7047,12.909088,77.55934,801,-81,-9,0
7048,12.909073,77.559325,801,-81,-9,0
7049,12.909073,77.559325,801,-81,-9,0
7050,12.909062,77.559318,800,-81,-9,0
7051,12.909053,77.559312,800,-81,-9,0
7052,12.909053,77.559312,800,-81,-9,0
7053,12.909042,77.559308,800,-81,-9,0
7054,12.909028,77.559303,800,-81,-9,0
7055,12.909028,77.559303,800,-81,-9,0
7056,12.909018,77.559297,800,-81,-9,0
7057,12.909005,77.559292,799,-81,-9,0
7058,12.909005,77.559292,799,-81,-9,0
7059,12.908995,77.559285,799,-81,-9,0
7060,12.908988,77.55927,799,-81,-9,0
7061,12.908988,77.55927,799,-81,-9,0
7062,12.908988,77.55927,799,-81,-9,0
7063,12.908982,77.559258,798,-81,-9,0
7064,12.908977,77.559248,798,-81,-9,0
7065,12.908968,77.559218,798,-81,-9,0
7066,12.90896,77.559203,799,-81,-9,0
7067,12.908952,77.559185,800,-81,-9,0
7068,12.908942,77.55917,800,-81,-9,0
7069,12.908937,77.55916,800,-81,-9,0
7070,12.908935,77.55915,800,-81,-9,0
7071,12.908937,77.559138,801,-81,-9,0
7072,12.908938,77.559127,801,-81,-9,0
7073,12.908938,77.559107,801,-81,-9,0
7074,12.908938,77.55909,801,-81,-9,0
7075,12.908935,77.559078,801,-81,-9,0
7076,12.908933,77.559067,801,-81,-9,0
7077,12.908933,77.559067,801,-81,-9,0
